pairs,Treatment,value
15 23,NE,-0.9507175223540802
15 23,NE,-0.5847377572596881
15 23,NE,-0.8118061022225607
15 23,NE,-0.9072906326407381
15 23,NE,-0.26964086049062264
15 23,NE,-0.3642981632532665
15 23,NE,-0.5683536028039697
15 23,NE,-1.1328233637084568
15 23,NE,-0.667036165264032
15 23,NE,-0.6314313123544348
15 23,NE,-0.3850582931100934
15 23,NE,-0.5500371414862224
15 23,NE,-0.5651560152225814
15 23,NE,-0.9149177676947674
15 23,NE,-0.7064715332197352
15 23,NE,-0.40412408758145807
15 23,NE,-0.5677327113495759
15 23,NE,-0.8143086932652787
15 23,NE,-0.9034589799966801
15 23,NE,-0.34968861051443195
15 23,NE,-0.5028036517380031
15 23,NE,-0.33264188422543894
15 23,NE,-0.9209281052432496
15 23,NE,-0.8618365692745588
15 23,NE,-0.6792848315201948
15 23,NE,-0.37414703487203593
15 23,NE,-0.874729558681051
15 23,NE,-0.6453753075970533
15 23,NE,-0.9554962182982896
15 23,NE,-0.20487451866160722
15 23,NE,-0.4439067793184388
15 23,NE,-0.5601625579248495
15 23,NE,-0.1612894987726948
15 23,NE,-0.3459200914143212
15 23,NE,-0.6305858765741954
15 23,NE,-0.7088310128085826
15 23,NE,-1.1393965021452734
15 23,NE,-1.0166205157303607
15 23,NE,-0.6314313123544348
15 23,NE,-0.5758185539019467
15 23,NE,-0.7863798654391936
15 23,NE,-0.4049565601385548
15 23,NE,-0.5669002387924792
15 23,NE,-1.3409921558104905
15 23,NE,-0.7337955177286037
15 23,NE,-0.5639723822840158
15 23,NE,-0.9079959524191709
15 23,NE,-0.7083475659984076
15 23,NE,-1.188848388988595
15 23,NE,-0.7119204067700992
15 23,NE,-0.5728413831851318
15 23,NE,-0.6942499026529728
15 23,NE,-1.2863343573431258
15 23,NE,-0.9407608097435297
15 23,NE,-0.3299060919778365
15 23,NE,-0.8489973155807037
15 23,NE,-1.1650021488577327
15 23,NE,-0.8283819915055259
15 23,NE,-0.33462780153498634
15 23,NE,-0.5713185051293369
15 23,NE,-1.0795514233018866
15 23,NE,-0.3354338669055763
15 23,NE,-0.8454853901282767
18 20,E,-3.6639589300884325
18 20,E,-4.912812054159753
18 20,E,-3.9163602089117826
18 20,E,-4.452012845756507
18 20,E,-4.292439011756329
18 20,E,-4.735305628787804
18 20,E,-4.910856295346694
18 20,E,-3.93123050659386
18 20,E,-4.7172668703598895
18 20,E,-3.779115266602438
18 20,E,-5.295229943949462
18 20,E,-4.735305628787804
18 20,E,-4.710751504041897
18 20,E,-4.895229586189252
18 20,E,-4.431756240391454
18 20,E,-3.9683025889535783
18 20,E,-4.61264969775059
18 20,E,-4.3809873754964315
18 20,E,-4.822207379771864
18 20,E,-3.9311875514217647
18 20,E,-4.302820416173842
18 20,E,-4.894855681220049
18 20,E,-3.997612454867067
18 20,E,-4.809515270663057
18 20,E,-4.443175956280776
18 20,E,-4.507875060028039
18 20,E,-4.910856295346694
18 20,E,-3.9274054966343708
18 20,E,-4.5243397200407784
18 20,E,-4.652946143903108
18 20,E,-4.813790935384144
18 20,E,-5.307680504027107
18 20,E,-4.790819484425312
18 20,E,-4.02906006817403
18 20,E,-5.040687578488636
18 20,E,-5.183032040105079
18 20,E,-4.791454920344694
18 20,E,-4.822207379771864
18 20,E,-3.732459978815267
18 20,E,-4.268401359319012
18 20,E,-3.7214741787039816
18 20,E,-4.870011761243121
18 20,E,-4.837340038619213
18 20,E,-4.151069252916945
18 20,E,-4.388779427777128
18 20,E,-3.794760756286818
18 20,E,-4.895229586189252
18 20,E,-5.307680504027107
18 20,E,-4.019456635630741
18 20,E,-4.3809873754964315
18 20,E,-5.018721882934682
18 20,E,-3.932909788615661
18 20,E,-4.2636476110251325
18 20,E,-4.784068009715167
18 20,E,-3.7832847343412097
18 20,E,-4.320644754729406
18 20,E,-4.845582107376978
18 20,E,-4.276935282771666
18 20,E,-4.415747071408849
18 20,E,-3.7832847343412097
18 20,E,-4.388081882839989
18 20,E,-4.652946143903108
18 20,E,-4.813790935384144
18 20,E,-5.040687578488636
18 20,E,-4.4769795459007025
18 20,E,-4.488021077779433
18 20,E,-4.4843477449265325
18 20,E,-4.2815504518898555
18 20,E,-5.018721882934682
18 20,E,-4.408630336317166
18 20,E,-4.61264969775059
18 20,E,-3.7473381995835426
18 20,E,-3.6639589300884325
18 20,E,-4.2636476110251325
18 20,E,-4.0496198035451885
18 20,E,-4.385558573166441
18 20,E,-3.7283110570163225
18 20,E,-4.894855681220049
18 20,E,-4.621184922695928
18 20,E,-4.255841575163217
18 20,E,-4.5618520369876805
18 20,E,-4.752527263291991
18 20,E,-4.364423687036363
18 20,E,-3.804808871251772
18 20,E,-4.005253554829125
18 20,E,-4.845582107376978
18 20,E,-4.5618520369876805
18 20,E,-4.894855681220049
18 20,E,-5.06370641207667
18 20,E,-4.777835594570606
18 20,E,-4.912812054159753
18 20,E,-3.6639589300884325
18 20,E,-3.997612454867067
18 20,E,-3.7473381995835426
18 20,E,-3.92309341015443
18 20,E,-4.372504489753506
18 20,E,-3.8324077003196164
18 20,E,-3.9274054966343708
18 20,E,-4.147103185939018
18 20,E,-4.7615900951384384
18 20,NE,-2.64172330172168
18 20,NE,0.009752289258199279
18 20,NE,1.0498892306993353
18 20,NE,-1.0849327314862491
18 20,NE,2.261181836717335
18 20,NE,-0.556117875820204
18 20,NE,1.4063410916145869
18 20,NE,1.5367291926679298
18 20,NE,1.2529236592745316
18 20,NE,-0.12774379263705568
18 20,NE,0.4790528581278386
18 20,NE,-0.8232749127958076
18 20,NE,-2.980125446545443
18 20,NE,1.4063410916145869
18 20,NE,-0.2503318274633589
18 20,NE,0.42236975492141254
18 20,NE,2.0749768777689463
18 20,NE,-3.3099006586994766
18 20,NE,0.4802442925353828
18 20,NE,-3.3390389038895343
18 20,NE,-0.7407005423635453
18 20,NE,-2.8561331125939473
18 20,NE,0.28763511426643007
18 20,NE,-2.6781811732693965
18 20,NE,2.638306118896113
18 20,NE,1.4479371297018522
18 20,NE,0.08638125934113601
18 20,NE,-3.529302291130435
18 20,NE,3.1048509168298573
18 20,NE,1.2320862090965439
18 20,NE,0.4722197585922132
18 20,NE,1.5419800104856398
18 20,NE,0.7970958025680998
18 20,NE,1.2320862090965439
18 20,NE,2.4449745830857776
18 20,NE,-3.9066343675889907
18 20,NE,0.29743396640297304
18 20,NE,-1.391678390680639
18 20,NE,-2.9286615512959333
18 20,NE,-0.39838607341574755
18 20,NE,0.9665817494401083
18 20,NE,2.3751138744555296
18 20,NE,-2.847135715301048
18 20,NE,0.4583029037885297
18 20,NE,-0.45181346870354194
18 20,NE,-0.183007742648294
18 20,NE,-0.10754576147815825
18 20,NE,-0.13264004959409847
18 20,NE,-1.137792468310603
18 20,NE,1.8487728961760062
18 20,NE,-3.3099006586994766
18 20,NE,-0.5413335902003392
18 20,NE,-0.05507966823446393
18 20,NE,0.19966558986440652
18 20,NE,2.0037143374913624
18 20,NE,-0.7587158216804677
18 20,NE,-0.21457741143934167
18 20,NE,-3.2253984807379927
18 20,NE,0.1703904416088104
18 20,NE,2.8881854475058297
18 20,NE,-3.34987430587096
18 20,NE,-1.062727036133758
18 20,NE,-1.1997164984514492
18 20,NE,-3.22455317994018
18 20,NE,-0.30672959761219093
18 20,NE,0.25168607175659663
18 20,NE,0.0033698974268516033
18 20,NE,-3.4734308777415723
18 20,NE,-1.1247264404841024
18 20,NE,-0.03895131511455651
18 20,NE,-2.7169551202975373
18 20,NE,-0.47672072481526817
18 20,NE,1.2708671355448131
18 20,NE,3.2196536086939425
18 20,NE,-1.1112977767691035
18 20,NE,-3.2866312961870867
18 20,NE,-0.7433314161975655
18 20,NE,-3.1424769108421935
18 20,NE,2.3751138744555296
18 20,NE,1.9880213798952524
18 20,NE,0.558912240921165
18 20,NE,0.22061584783199517
18 20,NE,-1.7218781201259445
18 20,NE,-2.55066687762403
18 20,NE,1.171660982575149
18 20,NE,-0.5265152544576546
18 20,NE,-1.6277683287181435
18 20,NE,-3.23523701317545
18 20,NE,2.261181836717335
18 20,NE,2.765224418262689
18 20,NE,0.0758948494802931
18 20,NE,-2.78566644193833
18 20,NE,-0.9579742613377077
18 20,NE,-0.30266991966074835
18 20,NE,1.7861821808162204
18 20,NE,-0.38721396663558844
18 20,NE,-0.6674176770369405
18 20,NE,1.6966280186046903
18 20,NE,1.71964260886603
18 20,NE,2.2686499324947893
18 20,NE,-0.1787590062351825
18 20,NE,1.2529236592745316
18 20,NE,-3.34987430587096
18 20,NE,1.6501912606667997
18 20,NE,1.3102650040521155
18 20,NE,2.4678485855538836
18 20,NE,1.8510214999934993
18 20,NE,-3.35917546438827
18 20,NE,-0.8767838303756655
18 20,NE,1.5441338812517327
18 20,NE,0.038820593955131794
18 20,NE,-1.1765512051077698
18 20,NE,-0.17127981337470874
18 20,NE,-3.23523701317545
18 20,NE,-3.188788928043583
18 20,NE,1.7555224071198634
18 20,NE,-0.8232749127958076
18 20,NE,1.6322165615239375
18 20,NE,0.4193145482904586
18 20,NE,1.330995026663887
18 20,NE,1.8995107299276501
18 20,NE,-0.3359987981297334
18 20,NE,0.7841048758987518
18 20,NE,-2.2990107210689783
18 20,NE,-2.4884535505845142
18 20,NE,-0.10274330482080865
18 20,NE,-0.21022037901080212
18 20,NE,0.2983660054386348
18 20,NE,-0.8422901772862532
18 20,NE,-1.015540054321296
18 20,NE,-0.11470732384233899
18 20,NE,-1.7218781201259445
18 20,NE,-1.1187196770013723
18 20,NE,-3.436813802290077
18 20,NE,1.991627417843219
18 20,NE,-0.30451317294128105
18 20,NE,-3.3844045880182314
18 20,NE,2.6331770455572117
18 20,NE,0.906522317236452
18 20,NE,2.35059567747766
18 20,NE,0.5401329431273914
18 20,NE,0.28763511426643007
18 20,NE,-0.39229916457253217
18 20,NE,-0.38721396663558844
18 20,NE,-1.291768489982922
18 20,NE,-1.0664177907993373
18 20,NE,0.6502462133345692
18 20,NE,-0.2459294179033812
18 20,NE,1.6046506870062394
18 20,NE,-0.9286314123700806
18 20,NE,-0.183007742648294
18 20,NE,-2.6408512695320208
18 20,NE,-1.7233156912522356
18 20,NE,-0.8352328010956316
18 20,NE,-1.3509202756811176
18 20,NE,-1.0664177907993373
18 20,NE,0.23270389575131611
18 20,NE,4.40606406494524e-4
18 20,NE,0.9124004054320485
18 20,NE,-0.9831059733741824
18 20,NE,-3.354996502155079
18 20,NE,2.3579093699690796
18 20,NE,-3.2805454169495243
18 20,NE,1.8465475370164668
18 20,NE,-2.7473813225240242
18 20,NE,1.680671439639276
18 20,NE,-0.9579742613377077
18 20,NE,-0.16203961486517557
18 20,NE,-0.10561792671851941
18 20,NE,-0.3890107321926776
18 20,NE,-1.0256045154888236
18 20,NE,0.5187422284153007
18 20,NE,-0.1436506381596419
18 20,NE,-3.2685360123557143
18 20,NE,-0.39838607341574755
18 20,NE,-1.5780243467568622
18 20,NE,-0.17127981337470874
18 20,NE,0.2837922220419425
18 20,NE,1.5192872149381331
18 20,NE,-0.9849502007722829
18 20,NE,2.0644265391317953
18 20,NE,1.6861085031600163
18 20,NE,2.261181836717335
18 20,NE,-0.30266991966074835
18 20,NE,-3.4729614194198684
18 20,NE,1.8995107299276501
18 20,NE,0.6045989207289925
18 20,NE,-3.047794100846822
18 20,NE,-0.7220397848128334
18 20,NE,2.517078292441661
18 20,NE,-0.873942367640573
18 20,NE,0.8979307377874142
18 20,NE,-3.2805454169495243
18 20,NE,-0.183007742648294
18 20,NE,2.357913956091295
18 20,NE,1.0426073489458223
18 20,NE,-3.922634209235209
18 20,NE,-0.873942367640573
18 20,NE,-0.9579742613377077
18 20,NE,-3.1048725423058463
18 20,NE,2.2382512618992507
18 20,NE,-1.6277683287181435
18 20,NE,0.1313647116805978
18 20,NE,-2.86384157894328
18 20,NE,0.15255159482179703
18 20,NE,0.49422622573723957
18 20,NE,-1.058623835037298
18 20,NE,0.789488548784511
18 20,NE,-2.923035145352472
18 20,NE,-2.3653614654165747
18 20,NE,-2.4995796028016004
18 20,NE,2.6331770455572117
18 20,NE,-1.5780243467568622
18 20,NE,-0.7433314161975655
18 20,NE,0.4722197585922132
18 20,NE,0.9450644636382289
18 20,NE,1.056521428919198
18 20,NE,-3.1048725423058463
18 20,NE,-0.45181346870354194
18 20,NE,-1.0442427010064879
18 20,NE,-1.5081652369122929
18 20,NE,-0.30266991966074835
18 20,NE,-1.6290319226997776
18 20,NE,-1.1698767255858686
18 20,NE,1.5378103621200465
18 20,NE,1.2809501642102936
18 20,NE,0.8971408402803679
18 20,NE,-1.1768181543514262
18 20,NE,-4.111694059492462
18 20,NE,0.8971408402803679
18 20,NE,0.2292027025681187
18 20,NE,-0.15982043907652707
18 20,NE,-0.30928940217995443
18 20,NE,0.6122475163115264
18 20,NE,-3.7444113364107507
18 20,NE,-0.44217976773403017
18 20,NE,0.513010868965113
18 20,NE,1.2585675360287274
18 20,NE,-1.5219039297954897
18 20,NE,0.08495105862815155
18 20,NE,2.357913956091295
18 20,NE,-0.889366141092784
18 20,NE,-3.8812124180265033
18 20,NE,0.28763511426643007
18 20,NE,1.4021886678716995
18 20,NE,0.5294249062861426
18 20,NE,0.6007653031699777
18 20,NE,-1.1768181543514262
18 20,NE,-0.21457741143934167
18 20,NE,-3.372456118635044
18 20,NE,-0.8146586504685748
18 20,NE,-0.18594880090654287
18 20,NE,-1.4295785571349768
18 20,NE,-0.9312243153447034
18 20,NE,-1.3162806824844246
18 20,NE,1.4063410916145869
18 20,NE,0.789488548784511
18 20,NE,-2.901981324054923
18 20,NE,2.2686499324947893
18 20,NE,-3.34987430587096
18 20,NE,-0.9841454189211131
18 20,NE,-0.6674176770369405
18 20,NE,-3.3844045880182314
18 20,NE,-1.0600455208981094
18 20,NE,-3.2931066725391234
18 20,NE,-1.5081652369122929
18 20,NE,0.14453836634415065
18 20,NE,-0.6466923671679791
18 20,NE,-3.3418217479154104
18 20,NE,0.9450644636382289
18 20,NE,1.3749861448420684
18 20,NE,0.6007773390578102
18 20,NE,0.8982280942333845
18 20,NE,0.7421845165695876
18 20,NE,1.410741466755991
18 20,NE,2.3575083650992825
18 20,NE,1.0363324956743964
18 20,NE,-0.5963281386577246
18 20,NE,1.4871203800664274
18 20,NE,2.6289866752172864
18 20,NE,-0.05507966823446393
18 20,NE,-0.1787590062351825
18 20,NE,0.23800802535960286
18 20,NE,0.49349871257819306
18 20,NE,-0.0016738141262143183
18 20,NE,-0.8352328010956316
18 20,NE,-0.693047755341151
18 20,NE,0.3973384551506121
18 20,NE,-0.8232749127958076
18 20,NE,-3.34987430587096
18 20,NE,-2.922432231471102
18 20,NE,-3.5967415656351323
18 20,NE,2.349231059728739
18 20,NE,1.2320862090965439
18 20,NE,-0.7977703249916387
18 20,NE,0.7970958025680998
18 20,NE,-3.151678282635581
18 20,NE,-1.5764390438370728
18 20,NE,-1.6729802916064798
18 20,NE,0.43347737033405614
18 20,NE,0.5098411560849061
18 20,NE,-0.46560331319968246
18 20,NE,-2.9320728877638618
18 20,NE,-3.2931066725391234
18 20,NE,-0.11470732384233899
18 20,NE,-3.6258905456854458
18 20,NE,0.2837922220419425
18 20,NE,-3.9066343675889907
18 20,NE,0.42813801756343217
18 20,NE,0.4802442925353828
18 20,NE,0.6220987741790883
18 20,NE,-3.372456118635044
18 20,NE,-0.48886872701114115
18 20,NE,-0.807549809769657
18 20,NE,1.548235723992248
18 20,NE,-1.6251833386317136
18 20,NE,-0.7114460789765775
18 20,NE,-3.1424769108421935
18 20,NE,-0.183007742648294
18 20,NE,-2.980125446545443
18 20,NE,-3.4692348627721064
18 20,NE,-0.7422929379480604
18 20,NE,-1.7233156912522356
18 20,NE,1.2529236592745316
18 20,NE,1.5274342190423047
18 20,NE,2.765224418262689
18 20,NE,2.234391269066007
18 20,NE,0.009752289258199279
18 20,NE,1.6861085031600163
18 20,NE,0.49349871257819306
18 20,NE,1.0426073489458223
18 20,NE,0.15255159482179703
18 20,NE,-1.593912277889805
18 20,NE,0.191805489279742
18 20,NE,-2.86384157894328
18 20,NE,-1.1978278395257336
18 20,NE,2.009402185806978
18 20,NE,-3.4064201556688842
18 20,NE,-0.21022037901080212
18 20,NE,-3.447884730578579
18 20,NE,-3.22455317994018
18 20,NE,2.9938105449666534
18 20,NE,1.6046506870062394
18 20,NE,2.00314759885197
18 20,NE,-3.104362494475798
18 20,NE,-1.0849221455475504
18 20,NE,-1.062727036133758
18 20,NE,-3.2486778395696274
18 20,NE,2.063500540213482
18 20,NE,2.35059567747766
18 20,NE,0.7380574900072182
18 20,NE,0.7841048758987518
18 20,NE,-0.278574077967363
18 20,NE,1.396768313278275
18 20,NE,-0.8040736465096509
18 20,NE,-1.3440691371941607
18 20,NE,1.4585927367992844
18 20,NE,-0.693047755341151
18 20,NE,-1.571270558701131
18 20,NE,-0.7114460789765775
18 20,NE,1.7590153423644421
18 20,NE,-1.3876899386573716
18 20,NE,-3.6805105809424354
18 20,NE,-0.873942367640573
18 20,NE,0.23800802535960286
18 20,NE,1.4306869071711823
18 20,NE,1.7861821808162204
18 20,NE,2.35059567747766
18 20,NE,1.3101650017297726
18 20,NE,2.4667382559707742
18 20,NE,2.6289866752172864
18 20,NE,0.14453836634415065
18 20,NE,-3.434043638188109
18 20,NE,0.7838736397956819
18 20,NE,-2.901981324054923
18 20,NE,-2.8085454001145336
18 20,NE,-0.15982043907652707
18 20,NE,1.2884853070782618
18 20,NE,-1.6729802916064798
18 20,NE,0.46868156897525004
18 20,NE,0.8071568723939035
18 20,NE,-1.2137490642743762
18 20,NE,0.09512074597814568
18 20,NE,-1.7568404747750963
18 20,NE,1.6322165615239375
18 20,NE,-0.2459294179033812
18 20,NE,-1.6674916246309475
18 20,NE,0.4929009085071213
18 20,NE,0.8930598133098584
18 20,NE,-1.20716054760417
18 20,NE,-2.684262612595181
18 20,NE,-1.062727036133758
18 20,NE,-0.39229916457253217
18 20,NE,0.2837922220419425
18 20,NE,-3.356629988904058
18 20,NE,2.6331770455572117
18 20,NE,1.2708671355448131
18 20,NE,1.432251586643457
18 23,E,-0.9145258178578297
18 23,E,0.327983629736446
18 23,E,-2.3835484629576276
18 23,E,-0.3280045045368649
18 23,E,0.6389812106626359
18 23,E,0.16817234619281632
18 23,E,-0.3429515738781219
18 23,E,-2.1085201374558746
18 23,E,0.7507655259049137
18 23,E,0.6127866827876097
18 23,E,-0.5039540807071377
18 23,E,1.0360382644735264
18 23,E,-2.6911185430563838
18 23,E,-0.7462292297762573
18 23,E,-2.709481495663861
18 23,E,-2.951834812408262
18 23,E,0.6578079789327432
18 23,E,-0.7891774108367475
18 23,E,0.6770478603485647
18 23,E,-0.37402861065126797
18 23,E,0.7483566769826329
18 23,E,-0.7887929637414313
18 23,E,-2.466113382419134
18 23,E,-2.303994151599399
18 23,E,-2.5116294564186137
18 23,E,-2.805255310099711
18 23,E,-2.740887716329001
18 23,E,-2.232684828708235
18 23,E,-0.7118242499558635
18 23,E,-2.2755256202450482
18 23,E,0.7313851955046123
18 23,E,-2.1471544545229464
18 23,E,-0.47353565807723447
18 23,E,-0.7592556530916715
18 23,E,0.2607373366031748
18 23,E,-2.2395572967220847
18 23,E,-0.3629809348925875
18 23,E,0.3387822391323422
18 23,E,0.327983629736446
18 23,E,0.16383150952312034
18 23,E,-2.51553693388072
18 23,E,-2.506528541266265
18 23,E,-2.956204557671726
18 23,E,-0.345495335258707
18 23,E,-1.3345194525284296
18 23,E,-0.19877320975825377
18 23,E,0.5856457020407326
18 23,E,-0.900548979662587
18 23,E,-0.434118361903073
18 23,E,0.4622892553032948
18 23,E,0.7590316838554592
18 23,E,-0.6474136297893549
18 23,E,0.20830484182892395
18 23,E,-0.47886673424513443
18 23,E,-0.23555062189476744
18 23,E,0.1678816403309046
18 23,E,-2.139447761813659
18 23,E,-2.2429709523637538
18 23,E,-2.3628475861320455
18 23,E,0.4507828638965949
18 23,E,-2.564007723229594
18 23,E,-2.1434943217669695
18 23,E,-1.2157088966092904
18 23,E,-0.892202254908373
18 23,E,-1.4126583737285785
18 23,E,-0.8172628630940055
18 23,E,-0.738355565531366
18 23,E,0.7077797712277368
18 23,E,-2.5482208245469824
18 23,E,-0.9488581737235561
18 23,E,-1.3136559936989798
18 23,E,0.29513882122820134
18 23,E,-2.694274754585518
18 23,E,0.17929307120423793
18 23,E,0.33859523154871235
18 23,E,-0.892202254908373
18 23,E,-2.579961183148684
18 23,E,-1.5711682619176144
18 23,E,-1.9616984626624376
18 23,E,-2.2097876725499046
18 23,E,0.205942503062879
18 23,E,0.9424482302196744
18 23,E,-1.3447162405748956
18 23,E,-1.9988984834915386
18 23,E,-0.027140494846843582
18 23,E,-2.451783140659394
18 23,E,0.3673215415905983
18 23,E,-2.711885200723133
18 23,E,-3.0952098155337655
18 23,E,0.7653578698654118
18 23,E,-0.3261643072118787
18 23,E,-2.4736206489704364
18 23,E,-1.3047832151662582
18 23,E,-0.6763708074804412
18 23,E,0.45065944575441186
18 23,E,-0.4036742826612337
18 23,E,-0.13446849730049099
18 23,E,-0.08888528447411795
18 23,E,-0.07656024771224137
18 23,E,0.6728301490610503
18 23,E,-0.405833046408717
18 23,E,-0.2185721334864863
18 23,E,-0.30028515027600305
18 23,E,0.7758574666688827
18 23,E,0.590801314856354
18 23,E,-0.15954625932106756
18 23,E,0.6292477926393966
18 23,E,-2.415151839572817
18 23,E,-1.4125271151366074
18 23,E,-2.191485791752719
18 23,E,-0.07466273629531107
18 23,E,-0.6323300587828095
18 23,E,-2.3566624046394336
18 23,E,-2.2980761693046037
18 23,E,-2.040809314282661
18 23,E,-0.1347715170344335
18 23,E,-2.4286779211652827
18 23,E,-0.8643980054405412
18 23,E,-2.691831185714935
18 23,E,-1.4536771126830041
18 23,E,-2.082406248442721
18 23,E,-0.3324385100157442
18 23,E,0.5032071819426306
18 23,E,0.8647287383074426
18 23,E,-0.37184785754923066
18 23,E,-2.245863825754513
18 23,E,-0.41893659364792846
18 23,E,-2.531853154186233
18 23,E,-0.42451952445112556
18 23,E,0.28535556130504064
18 23,E,-0.35447524652113893
18 23,E,-2.6636697881996874
18 23,E,0.6600015722196374
18 23,E,-2.3772844599970915
18 23,E,0.08897863536516638
18 23,E,0.5172219772737063
18 23,E,-0.864782484632525
18 23,E,0.666035821657178
18 23,E,0.7773402257242147
18 23,E,0.4866213552391417
18 23,E,-2.026541475916212
18 23,E,-0.3843744807632253
18 23,E,0.32149922654176943
18 23,E,-2.1751831379174034
18 23,E,0.7315868214586927
18 23,E,-0.8673867680501441
18 23,E,-1.5198303678124518
18 23,E,-0.702024241525489
18 23,E,0.4065626146182977
18 23,E,-2.0858414733573705
18 23,E,-0.8904321824944034
18 23,E,0.726406347447733
18 23,E,-0.1517799365109006
18 23,E,-2.499824981891598
18 23,E,-0.9662786223108635
18 23,E,-0.7495354493278462
18 23,E,-0.30028515027600305
18 23,E,0.2868886741576121
18 23,E,-0.5155958885764979
18 23,E,-0.2253642695663136
18 23,E,0.4485665809290682
18 23,E,0.4126374381279779
18 23,E,-0.39102628624857266
18 23,E,-1.4535340331393933
18 23,E,-2.324657765014011
18 23,E,-2.357826306542923
18 23,E,-2.494174635495107
18 23,E,-2.1299466715926987
18 23,E,-2.3156682888085944
18 23,E,-2.440283581609986
18 23,E,0.1093832039359533
18 23,E,-0.5715225849390224
18 23,E,-0.2346473069292608
18 23,E,0.48571651951664635
18 23,E,-0.2354431096597268
18 23,E,0.1331016183742054
18 23,E,-0.8364421509781317
18 23,E,-2.6084274789157944
18 23,E,-2.4382554406860817
18 23,E,-0.012829403678198088
18 23,E,-1.0077739979362916
18 23,E,-1.1848781625507459
18 23,E,-2.340124420097083
18 23,E,0.6897936077757233
18 23,E,0.5078439685805772
18 23,E,-0.5031810765581104
18 23,E,0.4128059290980006
18 23,E,0.6561821903523907
18 23,E,0.28918917661392896
18 23,E,-1.4546636326116786
18 23,E,-2.3330099790132928
18 23,E,0.25802502660718535
18 23,E,-2.033045666405761
18 23,E,-0.11532914160748411
18 23,E,0.1338522144244824
18 23,E,-2.221047968984989
18 23,E,-2.61195860420245
18 23,E,-0.8637852918775425
18 23,E,-2.2231329976635332
18 23,E,-2.244376955659068
18 23,E,-0.49892495944471205
18 23,E,0.2855022537695194
18 23,E,-0.8880522162266224
18 23,E,0.7077797712277368
18 23,E,0.6055705972004766
18 23,E,-2.876518063911708
18 23,E,0.2955649827125245
18 23,E,-0.929365545150049
18 23,E,-0.2944689938146333
18 23,E,0.4276205129146112
18 23,E,-0.36050175035369103
18 23,E,-2.3704695137943883
18 23,E,0.3319174713751413
18 23,E,0.4897402560955406
18 23,E,0.6376413258973551
18 23,E,-2.304258880401021
18 23,E,-2.3239383272741456
18 23,E,0.2868886741576121
18 23,E,-2.496772391217364
18 23,E,-2.6993242369560217
18 23,E,-2.23592242415283
18 23,E,0.7219950367572997
18 23,E,-2.1688570788524366
18 23,E,-0.7728613138130235
18 23,E,0.2670173952182364
18 23,E,-2.293633685558488
18 23,E,-2.6449492109297803
18 23,E,-1.3829727703285208
18 23,E,-2.2653224583898006
18 23,E,-0.7187617466572527
18 23,E,-2.380312105323697
18 23,E,-1.3509278177704793
18 23,E,-2.1384355086995623
18 23,E,-0.6691034715897244
18 23,E,-0.6330158601663074
18 23,E,-0.8489795685640188
18 23,E,-0.8738970054125828
18 23,E,-2.1418103239977095
18 23,E,0.48335641630534204
18 23,E,-0.11532914160748411
18 23,E,-0.36524234789893156
18 23,E,-0.15605123344512048
18 23,E,0.43531957633476076
18 23,E,-0.8481934890912204
18 23,E,-1.5975538551918842
18 23,E,-1.7460608688745498
18 23,E,-0.657741618248527
18 23,E,0.11751769735728618
18 23,E,0.1797138296386312
18 23,E,-2.2796168745820844
18 23,E,-2.1526028770940617
18 23,E,-0.8428223177622641
18 23,E,-2.2481273799953696
18 23,E,0.8047970546251673
18 23,E,-0.5782742234172019
18 23,E,0.25367266059660215
18 23,E,-0.6053925444428473
18 23,E,-0.6440361798542902
18 23,E,0.46956014067776874
18 23,E,-2.4143901819438764
18 23,E,1.077364678374307
18 23,E,0.4705310892820932
18 23,E,-2.9052959326639285
18 23,E,-0.9712334337839551
18 23,E,-1.291280733638581
18 23,E,0.666035821657178
18 23,E,0.6103975319475816
18 23,E,-0.26030405466125944
18 23,E,0.1331016183742054
18 23,E,-0.5504948559266719
18 23,E,-2.457972063679936
18 23,E,0.42175321473524746
18 23,E,0.7219950367572997
18 23,E,0.21548107846666886
18 23,E,0.1399713269656398
18 23,E,-2.0972607701504224
18 23,E,-2.577561841341883
18 23,E,-1.407572383514201
18 23,E,-2.1964405233751254
18 23,E,0.3919363924380014
18 23,E,-2.2183339871056607
18 23,E,0.1187297673196496
18 23,E,-2.459060248620194
18 23,E,0.44902459916471976
18 23,E,-2.2168248236811667
18 23,E,-0.4057253610923336
18 23,E,-2.4194270664127937
18 23,E,-2.465830818612176
18 23,E,-0.2663679624981193
18 23,E,-0.7668482374711383
18 23,E,0.3671978559113756
18 23,E,-0.18532717209058822
18 23,E,-1.6539798261135379
18 23,E,-2.1503016724848503
18 23,E,-0.8215805722031289
18 23,E,-2.3578155338209754
18 23,E,0.426035248129687
18 23,E,0.23480021875171803
18 23,E,-2.4928693309761316
18 23,E,-2.6478886966982884
18 23,E,-0.7257502228930836
18 23,E,-0.4527099852760931
18 23,E,0.46285519868554764
18 23,E,-0.9380907470893707
18 23,E,0.39078971848369065
18 23,E,0.4253144041018757
18 23,E,-0.6791402580919522
18 23,E,0.14862144481150583
18 23,E,-2.3380469343892623
18 23,E,0.49170384660677324
18 23,E,0.828608455129207
18 23,E,-2.3522410642677607
18 23,E,0.8124529393004757
18 23,E,-2.4473136412548597
18 23,E,-2.2097876725499046
18 23,E,-2.679110729009438
