pairs,OTU_1,OTU_2,Treatment,value
2 23,2,23,NE,-0.3375426537037119
2 23,2,23,NE,-0.18256048751056828
2 23,2,23,NE,-0.8206436883718784
2 23,2,23,NE,-3.9426924363823073
2 23,2,23,NE,-2.5781760378925207
2 23,2,23,NE,-0.4599434415908281
2 23,2,23,NE,-1.9304340060297176
2 23,2,23,NE,-3.3285285988553195
2 23,2,23,NE,-1.9360459530833762
2 23,2,23,NE,-3.750990774498913
2 23,2,23,NE,-3.3535251594603888
2 23,2,23,NE,-0.5168727517015234
2 23,2,23,NE,-1.8848248098880922
2 23,2,23,NE,-2.438247694135883
2 23,2,23,NE,-0.23301362505825501
2 23,2,23,NE,-0.7725584631595536
2 23,2,23,NE,-1.5325916381501088
2 23,2,23,NE,-2.187428838453454
2 23,2,23,NE,-0.3493643136581769
2 23,2,23,NE,-0.9268220420003805
2 23,2,23,NE,-1.1203362831161243
2 23,2,23,NE,-0.5539953667068965
2 23,2,23,NE,-1.8786238403226645
2 23,2,23,NE,0.22356129150590337
2 23,2,23,NE,-0.4182434714201594
2 23,2,23,NE,-1.398682573501405
2 23,2,23,NE,-0.45364428466682616
2 23,2,23,NE,-3.6252044581477416
2 23,2,23,NE,-0.7342506084997749
2 23,2,23,NE,-2.086459732342753
2 23,2,23,NE,-3.265855123644668
2 23,2,23,NE,-0.40338142479787026
2 23,2,23,NE,-1.901768676511792
2 23,2,23,NE,-1.4162803624675981
2 23,2,23,NE,-3.28314609385305
2 23,2,23,NE,-0.42644060100432235
2 23,2,23,NE,-1.835591829859232
2 23,2,23,NE,-0.3777489201680021
2 23,2,23,NE,-2.388770775857701
2 23,2,23,NE,-0.26393635877632027
2 23,2,23,NE,-2.2543004514733793
2 23,2,23,NE,-0.899737798627289
2 23,2,23,NE,-1.4891233998479803
2 23,2,23,NE,-0.44565810111933457
2 23,2,23,NE,-1.9088377657837385
2 23,2,23,NE,-2.2591440956172053
2 23,2,23,NE,-1.3213371094444821
2 23,2,23,NE,-1.9919941019879541
2 23,2,23,NE,0.13518558328417654
2 23,2,23,NE,-0.03800329298918146
2 23,2,23,NE,-0.9995944836919749
2 23,2,23,NE,-2.258655874893434
2 23,2,23,NE,-0.5769774250174332
2 23,2,23,NE,-1.1629673787438095
2 23,2,23,NE,-0.16974226325131556
2 23,2,23,NE,0.6200817835384436
2 23,2,23,NE,-0.7022767356675645
2 23,2,23,NE,-1.0673089045396862
2 23,2,23,NE,-0.8982352140551455
2 23,2,23,NE,-3.209489704150668
2 23,2,23,NE,-0.4554708179696081
2 23,2,23,NE,-0.5820056413156953
2 23,2,23,NE,-1.616424439426729
2 23,2,23,NE,-0.4349118447380063
2 23,2,23,NE,-2.25061738077219
2 23,2,23,NE,-1.049054664636048
2 23,2,23,NE,-1.3526428969535678
2 23,2,23,NE,-0.43918737316755013
2 23,2,23,NE,-1.2815844502978002
2 23,2,23,NE,-0.25122636053243275
2 23,2,23,NE,-0.4061888385475392
2 23,2,23,NE,-1.6555131703553472
2 23,2,23,NE,0.06017199099623874
2 23,2,23,NE,0.4067569798941664
2 23,2,23,NE,-1.218184379965456
2 23,2,23,NE,-3.1146204696996396
2 23,2,23,NE,-0.3879847106240387
2 23,2,23,NE,-1.0298977122928672
2 23,2,23,NE,-3.026662813165395
2 23,2,23,NE,-0.2533771819010205
2 23,2,23,NE,0.461088047920605
2 23,2,23,NE,-0.4728814533274666
2 23,2,23,NE,-1.3781611141935077
2 23,2,23,NE,-0.645827866101375
2 23,2,23,NE,-2.028509739366925
2 23,2,23,NE,-3.5829798721520203
2 23,2,23,NE,-0.44308458931401856
2 23,2,23,NE,-1.9007782066463614
2 23,2,23,NE,-0.1345356814334922
2 23,2,23,NE,-0.23864550536973686
2 23,2,23,NE,-0.5714013015116775
2 23,2,23,NE,-1.8302962600779382
2 23,2,23,NE,-0.4541097013029431
2 23,2,23,NE,-0.37599807087027776
2 23,2,23,NE,-0.1044162438230617
2 23,2,23,NE,0.2485599612370123
2 23,2,23,NE,-0.5037139447744128
2 23,2,23,NE,-1.5553379107344119
2 23,2,23,NE,-0.5783917720982755
2 23,2,23,NE,-1.5071701954399608
2 23,2,23,NE,-3.32928882893454
2 23,2,23,NE,0.060644756919305313
2 23,2,23,NE,-2.6570471473643247
2 23,2,23,NE,-0.21872865120628648
2 23,2,23,NE,-0.5508675427332815
2 23,2,23,NE,-1.4571163702820038
2 23,2,23,NE,-0.5453344775685612
2 23,2,23,NE,-1.4481377217820595
2 23,2,23,NE,-2.563672259119109
2 23,2,23,NE,-0.6507836147489702
2 23,2,23,NE,-1.0156509423879079
2 23,2,23,NE,-0.5813112460739315
2 23,2,23,NE,-0.7053438337679686
2 23,2,23,NE,-0.3654962799947211
2 23,2,23,NE,-1.896536150868833
2 23,2,23,NE,-0.6225239468331005
2 23,2,23,NE,-1.5044008687499149
2 23,2,23,NE,-3.630963169736527
2 23,2,23,NE,-0.37034031759261204
2 23,2,23,NE,-0.37878358799003453
2 23,2,23,NE,-0.4684140191753023
2 23,2,23,NE,-1.4066018335871413
2 23,2,23,NE,-0.9796802056836962
2 23,2,23,NE,-2.2423657104511925
2 23,2,23,NE,-0.6787866010871394
2 23,2,23,NE,-0.9677571073582648
2 23,2,23,NE,-1.939261941415073
2 23,2,23,NE,-2.5634565179265203
2 23,2,23,NE,-0.6905559895581163
2 23,2,23,NE,-1.3114245315617592
2 23,2,23,NE,-2.2239040361488494
2 23,2,23,NE,-0.04939677859725283
2 23,2,23,NE,-0.2876309867765397
2 23,2,23,NE,-0.9204420416170549
2 23,2,23,NE,-0.4435292426358194
2 23,2,23,NE,0.6292582333550808
2 23,2,23,NE,-2.396315060151306
2 23,2,23,NE,-1.0242906683446686
2 23,2,23,NE,-1.7446031264674393
2 23,2,23,NE,-3.7163973348028123
2 23,2,23,NE,-0.8156454710078285
2 23,2,23,NE,-2.367599895684657
2 23,2,23,NE,-0.48757474631715203
2 23,2,23,NE,-1.3997963542881133
2 23,2,23,NE,0.22149062095464067
2 23,2,23,NE,0.0023663066320091203
2 23,2,23,NE,-2.356440033251119
2 23,2,23,NE,-0.3597374043532767
2 23,2,23,NE,-2.3922045436671393
2 23,2,23,NE,-0.5602014740029184
2 23,2,23,NE,-1.7458115849678986
2 23,2,23,NE,-2.2764200131753882
2 23,2,23,NE,-0.5731957822782067
2 23,2,23,NE,-1.109427199853024
2 23,2,23,NE,0.19316094885689253
2 23,2,23,NE,-2.871637187169416
2 23,2,23,NE,-0.4651450204640365
2 23,2,23,NE,-2.2091925850042635
2 23,2,23,NE,-4.361953223957795
2 23,2,23,NE,-1.0408166409024093
2 23,2,23,NE,-2.1261538836814036
20 23,20,23,E,-0.8244172919146531
20 23,20,23,E,0.6698997063665144
20 23,20,23,E,0.36898327093376104
20 23,20,23,E,-3.337989930902665
20 23,20,23,E,-2.321795834684515
20 23,20,23,E,-3.773757227359153
20 23,20,23,E,0.6092084093761745
20 23,20,23,E,-4.3438951436486795
20 23,20,23,E,1.2183006512287449
20 23,20,23,E,-0.07355043388663432
20 23,20,23,E,-4.42836569203517
20 23,20,23,E,1.183845243415676
20 23,20,23,E,-1.12756337511113
20 23,20,23,E,-2.6929938023760513
20 23,20,23,E,-1.915655867090151
20 23,20,23,E,-2.9299760800290375
20 23,20,23,E,-0.37316761479138827
20 23,20,23,E,0.1931581976487037
20 23,20,23,E,0.7153966469674573
20 23,20,23,E,-0.4679727215281645
20 23,20,23,E,-0.48892663092743666
20 23,20,23,E,0.07113310439402973
20 23,20,23,E,2.011459763131721
20 23,20,23,E,-0.10606472839472271
20 23,20,23,E,-0.6387768963912962
20 23,20,23,E,-1.2221013065845856
20 23,20,23,E,-1.206856035399239
20 23,20,23,E,-3.03510902619626
20 23,20,23,E,1.925029908294997
20 23,20,23,E,-4.4226717861241776
20 23,20,23,E,-0.4679727215281645
20 23,20,23,E,-4.525286082503603
20 23,20,23,E,1.3605110972890153
20 23,20,23,E,-0.9222479247828336
20 23,20,23,E,1.4464280409850754
20 23,20,23,E,1.9629699522871726
20 23,20,23,E,-0.49129147717042615
20 23,20,23,E,-3.521474247756544
20 23,20,23,E,-0.28084804957590714
20 23,20,23,E,0.88573189469862
20 23,20,23,E,-2.6116839363384634
20 23,20,23,E,0.7494257635929397
20 23,20,23,E,-4.928884424752381
20 23,20,23,E,1.3691644470084035
20 23,20,23,E,0.3261286388482495
20 23,20,23,E,0.49554852188635345
20 23,20,23,E,1.3460736753306732
20 23,20,23,E,1.3219210493120435
20 23,20,23,E,-0.5422903272367094
20 23,20,23,E,2.275324996677568
20 23,20,23,E,-2.089337378206361
20 23,20,23,E,0.5689423001784807
20 23,20,23,E,-0.03028900906939742
20 23,20,23,E,1.3973409168358735
20 23,20,23,E,-3.038695927246502
20 23,20,23,E,-1.08116619732896
20 23,20,23,E,-2.7309088349022606
20 23,20,23,E,0.2944520616589386
20 23,20,23,E,-0.4954410946247709
20 23,20,23,E,-0.4343056191382088
20 23,20,23,E,-1.1609027188577294
20 23,20,23,E,1.6822676870000155
20 23,20,23,E,-0.9086797512329865
20 23,20,23,E,0.14625875048804637
20 23,20,23,E,0.24606790097814157
20 23,20,23,E,-0.7145566960283161
20 23,20,23,E,0.9504843407955594
20 23,20,23,E,1.7332419945708732
20 23,20,23,E,2.431190917276318
20 23,20,23,E,-1.9297480673235958
20 23,20,23,E,-2.986815630051001
20 23,20,23,E,-0.1621702485072848
20 23,20,23,E,-1.250951014437864
20 23,20,23,E,0.10180688186412742
20 23,20,23,E,-2.309747209149276
20 23,20,23,E,-0.817909184051466
20 23,20,23,E,-3.14372498656164
20 23,20,23,E,0.19023837518665712
20 23,20,23,E,-1.2293375831518367
20 23,20,23,E,-2.9998041441746413
20 23,20,23,E,-0.8992431607539589
20 23,20,23,E,-0.5618703877427679
20 23,20,23,E,-2.355638493545473
20 23,20,23,E,0.05944976655771587
20 23,20,23,E,1.092557875473195
20 23,20,23,E,-2.9011508115204596
20 23,20,23,E,2.011459763131721
20 23,20,23,E,-0.10074919319938057
20 23,20,23,E,1.7923125762105765
20 23,20,23,E,-1.2252262991289278
20 23,20,23,E,-2.170288857815084
20 23,20,23,E,0.107480738028256
20 23,20,23,E,-2.244471325990506
20 23,20,23,E,-1.2106442434159994
20 23,20,23,E,-1.4744553103416989
20 23,20,23,E,0.5599986008536653
20 23,20,23,E,-1.2295243800123548
20 23,20,23,E,-2.591032797474827
20 23,20,23,E,-2.5055769759010187
20 23,20,23,E,-3.476594452899948
20 23,20,23,E,-1.766765541621107
20 23,20,23,E,-0.21255779112558074
20 23,20,23,E,-0.4831317636541822
20 23,20,23,E,0.3233342010292136
20 23,20,23,E,0.2826899091924038
20 23,20,23,E,-0.45537961215518397
20 23,20,23,E,-0.15803546059172746
20 23,20,23,E,-0.4111742200628443
20 23,20,23,E,-1.3225411971343664
20 23,20,23,E,-2.171620918109005
20 23,20,23,E,-0.040180356425339625
20 23,20,23,E,0.11427248815517846
20 23,20,23,E,-0.6814463796626005
20 23,20,23,NE,-1.056719499734478
20 23,20,23,NE,-1.4188959661514644
20 23,20,23,NE,-0.6282094515673631
20 23,20,23,NE,-1.2502542038853197
20 23,20,23,NE,-0.667650245032557
20 23,20,23,NE,-2.026185060987073
20 23,20,23,NE,-0.5052170212750688
20 23,20,23,NE,-1.844181892504037
20 23,20,23,NE,1.1071114681020489
20 23,20,23,NE,0.27618440965603225
20 23,20,23,NE,0.1667822644756917
20 23,20,23,NE,-0.608781932495292
20 23,20,23,NE,-1.3707178967256635
20 23,20,23,NE,-1.8532131080107475
20 23,20,23,NE,-0.7036899420223424
20 23,20,23,NE,-1.6613941203163964
20 23,20,23,NE,-0.5229767733250337
20 23,20,23,NE,-1.8421072890137051
20 23,20,23,NE,-0.8419418197603007
20 23,20,23,NE,-1.6059434478046362
20 23,20,23,NE,0.6882245646262185
20 23,20,23,NE,-0.2912759399243577
20 23,20,23,NE,-1.0493540582054182
20 23,20,23,NE,-1.7464300384642966
20 23,20,23,NE,-2.298395944100416
20 23,20,23,NE,0.6530414558485773
20 23,20,23,NE,0.42244782394105906
20 23,20,23,NE,1.3419649638542606
20 23,20,23,NE,1.4770945541482123
20 23,20,23,NE,-1.105243230622034
20 23,20,23,NE,-2.118687774114377
20 23,20,23,NE,-0.6164308100374722
20 23,20,23,NE,-2.005064601055166
20 23,20,23,NE,0.3352584443582485
20 23,20,23,NE,1.8139514214199002
20 23,20,23,NE,0.19466714739133634
20 23,20,23,NE,0.2457513024629128
20 23,20,23,NE,-0.568275572583188
20 23,20,23,NE,-1.866188539015338
20 23,20,23,NE,1.9507429363114928
20 23,20,23,NE,0.1657268315840224
20 23,20,23,NE,-1.1823648254441865
20 23,20,23,NE,-1.852272797364749
20 23,20,23,NE,-0.545945346945199
20 23,20,23,NE,-1.8191387153935397
20 23,20,23,NE,1.477106608800281
20 23,20,23,NE,-0.9023215076766237
20 23,20,23,NE,-1.1241156126766536
20 23,20,23,NE,-1.162127047118612
20 23,20,23,NE,-2.0618039576177987
20 23,20,23,NE,-0.9102744145286741
20 23,20,23,NE,-1.2156013516380046
20 23,20,23,NE,-3.422259742617454
20 23,20,23,NE,-1.034336782484344
20 23,20,23,NE,-2.1038339190759645
20 23,20,23,NE,-0.7300313120323795
20 23,20,23,NE,-1.15114727829379
20 23,20,23,NE,-0.2912759399243577
20 23,20,23,NE,0.9956853655809632
20 23,20,23,NE,-3.430737235372636
20 23,20,23,NE,0.47134977756744684
20 23,20,23,NE,-0.5972921242825894
20 23,20,23,NE,-1.9806270174292535
20 23,20,23,NE,1.6420793155123115
20 23,20,23,NE,-0.15339079845710749
20 23,20,23,NE,-0.5588682084084371
20 23,20,23,NE,-1.9332750578996505
20 23,20,23,NE,-0.8948323219752455
20 23,20,23,NE,-1.1316047983780317
20 23,20,23,NE,1.4085454485038422
20 23,20,23,NE,-0.20626427385286814
